Delay time,Estimated Surface (sq m),Estimated Height (m),Floors,Num of Workers,Bad Weather Factor (%),Design Variation Factor (%),Material Factor (%),Gov Regulation Factor (%),Site Condition Factor (%)
21,481,7,5,80,0.48,0.32,0.07,0.6,0.13
24,2793,28,6,47,0.48,0.4,0.06,0.35,0.14
23,1117,19,6,138,0.48,0.4,0.07,0.04,0.14
147,529,5,3,63,0.48,0.24,0.04,0.52,0.33
139,801,29,3,115,0.48,0.48,0.04,0.44,0.31
30,2990,8,2,33,0.48,0.16,0.08,0.62,0.63
140,2055,19,5,75,0.48,0.64,0.04,1.0,0.9
146,2795,11,6,102,0.48,0.32,0.03,0.93,0.12
30,1179,11,6,106,0.48,0.4,0.08,0.97,0.96
22,2632,30,4,18,0.48,0.32,0.07,0.37,0.13
69,2781,14,3,55,0.48,0.16,0.12,0.58,0.15
22,1921,11,2,145,0.48,0.24,0.08,0.35,0.13
28,230,11,2,142,0.48,0.48,0.08,0.91,0.79
60,434,19,2,71,0.48,0.32,0.11,0.65,0.19
132,407,20,5,110,0.48,0.4,0.03,0.15,0.3
31,471,27,6,50,0.48,0.32,0.09,0.73,0.15
8,2179,13,2,59,0.48,0.48,0.06,0.54,0.11
14,1101,29,1,122,0.48,0.32,0.06,0.84,0.58
23,562,17,2,92,0.48,0.32,0.07,0.95,0.14
140,2290,25,1,35,0.48,0.32,0.03,0.28,0.41
4,636,18,2,20,0.48,0.52,0.05,0.39,0.11
8,255,24,6,104,0.48,0.48,0.06,0.46,0.35
45,1935,25,6,127,0.48,0.4,0.09,0.47,0.17
47,573,23,3,69,0.48,0.32,0.1,1.0,0.17
192,1800,23,1,11,0.48,0.32,0.27,0.37,0.4
146,82,6,1,93,0.48,0.4,0.03,0.64,0.34
18,2989,11,5,142,0.48,0.4,0.04,0.08,0.13
135,236,27,4,89,0.48,0.24,0.04,0.31,0.31
21,1822,28,5,83,0.48,0.48,0.06,0.72,0.13
3,965,22,3,78,0.48,0.52,0.04,0.8,0.11
2,2119,8,4,84,0.48,0.64,0.07,0.57,0.1
37,188,28,6,149,0.48,0.48,0.11,0.4,0.16
0,531,14,3,92,0.48,0.4,0.03,0.31,0.5
22,2864,24,4,129,0.48,0.16,0.06,0.62,0.13
31,1122,18,4,143,0.48,0.16,0.11,0.06,0.15
1,483,26,5,16,0.48,0.48,0.04,0.89,0.1
145,1446,8,6,34,0.48,0.32,0.03,0.03,0.32
47,1797,20,1,34,0.48,0.24,0.09,0.49,0.17
14,138,15,2,113,0.48,0.4,0.06,0.7,0.12
20,230,7,4,120,0.48,0.4,0.07,0.11,0.0
17,2027,18,1,81,0.48,0.52,0.07,0.81,0.13
69,751,30,2,81,0.48,0.4,0.13,0.3,0.21
27,1999,13,1,79,0.48,0.48,0.06,0.92,0.14
58,286,12,4,75,0.48,0.16,0.1,0.46,0.19
138,2819,24,5,108,0.48,0.32,0.04,0.16,0.31
38,2963,11,2,133,0.48,0.4,0.08,0.66,0.16
47,457,6,6,134,0.48,0.4,0.11,0.48,0.17
113,2511,18,4,149,0.48,0.64,0.03,0.56,0.76
4,1047,22,3,74,0.48,0.4,0.04,0.98,0.11
147,990,11,4,32,0.48,0.24,0.04,0.42,0.33
145,364,7,3,105,0.48,0.48,0.03,0.37,0.32
149,2376,29,3,102,0.48,0.4,0.04,0.66,0.33
67,705,16,1,130,0.48,0.24,0.13,0.44,0.72
0,2664,20,6,101,0.48,0.52,0.04,0.46,0.5
118,339,16,4,122,0.48,0.16,0.04,0.56,0.28
33,824,12,1,74,0.48,0.32,0.09,0.41,0.91
2,2232,15,6,29,0.48,0.4,0.04,0.02,0.26
90,1977,16,2,18,0.48,0.24,0.15,0.72,0.24
15,2911,27,6,71,0.48,0.24,0.05,0.38,0.12
7,2507,24,3,34,0.48,0.52,0.05,0.76,0.51
138,711,11,3,128,0.48,0.48,0.01,0.34,0.31
142,2787,13,6,63,0.48,0.64,0.05,0.32,0.32
43,2346,27,3,18,0.48,0.32,0.08,0.18,0.31
27,2206,5,2,48,0.48,0.32,0.07,0.11,0.14
28,803,30,4,56,0.48,0.52,0.06,0.19,0.44
46,2602,9,6,30,0.48,0.24,0.1,0.25,0.17
9,2092,19,1,46,0.48,0.52,0.05,0.42,0.11
67,2571,15,3,110,0.48,0.32,0.12,0.88,0.69
16,2148,29,3,92,0.48,0.4,0.05,0.03,0.12
137,1796,20,1,37,0.48,0.4,0.02,0.79,0.31
75,587,16,6,120,0.48,0.52,0.16,0.43,0.22
15,1490,9,5,67,0.48,0.4,0.05,0.34,0.12
52,304,27,3,46,0.48,0.4,0.05,0.34,0.18
82,1076,23,4,46,0.48,0.48,0.14,0.31,0.25
136,2709,12,4,50,0.48,0.24,0.02,0.23,0.31
38,2029,8,3,87,0.48,0.16,0.08,0.28,0.16
67,482,8,4,47,0.48,0.16,0.13,0.08,0.26
5,1234,14,3,32,0.48,0.4,0.04,0.35,0.67
22,2676,14,2,23,0.48,0.4,0.06,0.2,0.13
77,894,8,2,49,0.48,0.32,0.14,0.8,0.15
36,1278,25,5,35,0.48,0.4,0.01,0.32,0.16
126,2878,19,4,71,0.48,0.48,0.02,0.82,0.89
31,669,21,6,129,0.48,0.16,0.1,0.89,0.36
128,1363,10,4,142,0.48,0.16,0.01,0.85,0.3
25,1774,12,3,28,0.48,0.16,0.07,0.61,0.14
64,1604,18,6,92,0.48,0.24,0.13,0.19,0.57
49,1218,30,2,85,0.48,0.24,0.1,0.78,0.18
41,302,18,4,12,0.48,0.24,0.1,0.46,0.16
27,963,23,2,21,0.48,0.32,0.07,0.97,0.66
35,367,28,3,120,0.48,0.16,0.09,0.9,0.08
177,2856,29,1,68,0.48,0.32,0.27,0.38,0.37
27,1696,13,3,64,0.48,0.48,0.07,0.35,0.11
5,1015,30,5,131,0.48,0.4,0.05,0.74,0.11
11,2275,6,4,47,0.48,0.32,0.05,0.61,0.36
147,906,15,4,76,0.48,0.48,0.02,0.76,0.33
33,773,26,3,26,0.48,0.24,0.08,0.63,0.15
9,952,7,2,147,0.48,0.32,0.03,0.53,0.11
69,594,16,4,81,0.48,0.24,0.13,0.46,0.21
4,412,19,6,137,0.48,0.32,0.05,0.9,0.11
21,2528,6,2,129,0.48,0.16,0.08,0.53,0.13
146,672,26,5,29,0.48,0.4,0.03,0.12,0.32
110,2137,5,2,148,0.48,0.4,0.19,0.26,0.27
111,1379,22,2,145,0.48,0.4,0.0,0.77,0.27
15,77,27,6,109,0.48,0.24,0.07,0.55,0.12
116,1733,20,3,23,0.48,0.24,0.01,0.02,0.28
45,2287,17,1,101,0.48,0.32,0.08,0.66,0.55
148,2656,9,4,48,0.48,0.52,0.01,0.71,0.33
102,2689,19,1,123,0.48,0.24,0.18,0.82,0.26
16,1946,29,2,113,0.48,0.4,0.05,0.36,0.15
3,947,25,1,123,0.48,0.4,0.03,0.25,0.1
124,2524,26,2,117,0.48,0.16,0.04,0.76,0.25
133,292,21,3,59,0.48,0.24,0.18,0.21,0.3
0,2088,13,3,94,0.48,0.4,0.03,0.29,0.5
19,702,8,4,144,0.48,0.48,0.06,0.14,0.52
138,1698,7,3,74,0.48,0.4,0.02,0.15,0.31
30,788,8,5,65,0.48,0.52,0.06,0.49,0.81
36,1171,9,1,143,0.48,0.24,0.06,0.88,0.16
3,2972,15,1,143,0.48,0.16,0.02,0.84,0.1
14,1053,25,5,134,0.48,0.24,0.04,0.43,0.12
117,20,9,2,67,0.48,0.4,0.04,0.16,0.28
122,77,9,4,98,0.48,0.24,0.02,0.76,0.63
4,977,24,3,104,0.48,0.52,0.07,0.76,0.63
13,2262,26,5,126,0.48,0.16,0.06,0.3,0.75
21,855,7,3,19,0.48,0.24,0.03,0.55,0.13
53,382,10,3,16,0.48,0.16,0.1,0.52,0.79
129,1602,11,4,120,0.48,0.52,0.0,0.29,0.3
93,1414,29,5,37,0.48,0.52,0.16,0.71,0.2
120,534,18,3,107,0.48,0.32,0.2,0.64,0.47
147,1799,11,1,88,0.48,0.52,0.03,0.08,0.33
141,1185,12,2,44,0.48,0.24,0.01,0.44,0.32
199,229,12,6,105,0.48,0.24,0.31,0.57,0.41
146,931,24,4,84,0.48,0.16,0.03,0.02,0.32
148,2445,21,2,46,0.48,0.4,0.02,0.65,0.33
138,2547,5,5,42,0.48,0.32,0.03,0.15,0.31
148,697,20,5,41,0.48,0.4,0.04,0.29,0.33
46,1903,21,6,62,0.48,0.24,0.1,0.71,0.17
36,768,8,1,62,0.48,0.48,0.08,0.5,0.16
22,2928,27,4,91,0.48,0.32,0.06,0.31,0.13
1,2616,16,4,101,0.48,0.24,0.06,0.98,0.31
141,2634,22,3,147,0.48,0.52,0.01,0.26,0.32
143,2373,17,4,121,0.48,0.4,0.03,0.72,0.29
145,680,27,2,108,0.48,0.48,0.02,0.8,0.32
34,2136,26,6,126,0.48,0.48,0.08,0.08,0.4
143,1520,14,3,100,0.48,0.4,0.04,0.06,0.32
149,2684,9,6,25,0.48,0.52,0.03,0.65,0.75
3,1630,11,3,15,0.48,0.4,0.05,0.2,0.06
127,102,10,2,51,0.48,0.48,-0.01,0.61,0.61
62,2586,23,4,128,0.48,0.32,0.12,0.45,0.04
41,1201,30,2,36,0.48,0.32,0.08,0.81,0.16
119,1782,26,3,87,0.48,0.4,0.01,0.67,0.34
22,2765,18,6,72,0.48,0.24,0.07,0.0,0.13
62,984,7,5,38,0.48,0.32,0.12,0.8,0.28
20,2592,12,1,32,0.48,0.24,0.08,0.16,0.13
27,2394,7,5,150,0.48,0.16,0.07,0.85,0.14
8,1957,13,2,139,0.48,0.32,0.04,0.69,0.56
103,2778,23,4,11,0.48,0.32,0.17,0.16,0.26
133,2627,14,4,79,0.48,0.32,0.01,0.01,0.91
13,1135,17,4,70,0.48,0.16,0.06,0.97,0.26
63,2800,30,1,73,0.48,0.32,0.12,0.39,0.2
15,1258,19,4,49,0.48,0.4,0.06,0.68,0.64
38,1159,6,5,126,0.48,0.32,0.1,0.11,0.99
147,862,17,4,94,0.48,0.4,0.04,0.33,0.33
32,2569,30,3,33,0.48,0.24,0.08,0.88,0.15
28,2027,30,4,137,0.48,0.48,0.09,0.1,0.14
30,2773,24,5,112,0.48,0.24,0.08,0.85,0.15
1,560,9,6,75,0.48,0.4,0.05,0.28,0.1
15,2510,23,6,125,0.48,0.32,0.06,0.16,0.12
46,659,29,4,52,0.48,0.32,0.1,0.11,0.17
136,1083,20,1,32,0.48,0.24,0.04,0.46,0.31
134,2242,24,2,104,0.48,0.32,0.01,0.03,0.31
0,620,13,5,37,0.48,0.48,0.02,0.98,0.57
138,326,16,2,47,0.48,0.4,0.01,0.64,0.31
140,1943,23,1,122,0.48,0.52,0.01,0.34,0.72
135,1220,15,6,149,0.48,0.24,0.02,0.38,0.31
25,689,28,1,87,0.48,0.4,0.08,0.49,0.14
133,1914,21,5,67,0.48,0.4,0.01,0.29,0.92
43,2996,9,5,81,0.48,0.4,0.11,0.35,0.17
25,1623,14,6,39,0.48,0.48,0.07,0.82,0.14
16,224,24,6,19,0.48,0.32,0.05,0.99,0.12
9,1607,5,5,78,0.48,0.52,0.05,0.71,0.11
17,2962,29,6,64,0.48,0.52,0.06,0.62,0.13
137,2380,5,3,14,0.48,0.32,0.01,0.69,0.31
7,2252,20,5,10,0.48,0.4,0.07,0.29,0.11
15,1046,18,4,143,0.48,0.48,0.06,0.35,0.12
20,2349,13,1,109,0.48,0.24,0.08,0.76,0.13
9,2438,18,3,104,0.48,0.52,0.06,0.76,0.11
38,176,15,6,50,0.48,0.4,0.09,0.12,0.16
19,2948,20,6,52,0.48,0.48,0.06,0.75,0.53
45,660,28,1,104,0.48,0.16,0.11,0.7,0.17
36,1185,24,5,70,0.48,0.24,0.09,0.47,0.16
125,1663,8,4,126,0.48,0.52,0.01,0.76,0.29
67,1249,13,3,136,0.48,0.16,0.12,0.51,0.51
33,708,30,1,96,0.48,0.24,0.08,0.21,0.15
13,902,27,3,83,0.48,0.32,0.06,0.51,0.12
0,1947,24,1,30,0.48,0.32,0.05,0.48,0.5
145,138,12,3,111,0.48,0.24,0.05,0.6,0.32
110,1380,13,6,102,0.48,0.68,0.52,0.69,0.27
2,1298,12,1,149,0.48,0.24,0.04,0.78,0.1
110,1007,10,1,143,0.48,0.68,0.52,0.77,0.27
44,2625,8,1,47,0.48,0.16,0.09,0.69,0.17
148,1386,26,2,119,0.48,0.24,0.02,0.82,0.33
146,797,20,6,18,0.48,0.32,0.04,0.46,0.32
32,1813,24,4,53,0.48,0.4,0.08,0.46,0.15
0,1205,22,5,102,0.48,0.4,0.04,0.0,0.5
8,1744,27,5,69,0.48,0.16,0.05,0.33,0.64
61,2631,7,4,85,0.48,0.52,0.11,0.26,0.19
100,2469,24,5,131,0.48,0.4,0.02,0.14,0.25
12,336,21,3,38,0.48,0.52,0.03,0.35,0.12
36,1636,20,3,137,0.48,0.48,0.09,0.05,0.64
53,186,9,4,19,0.48,0.24,0.11,0.67,0.18
145,2187,10,1,79,0.48,0.32,0.04,0.23,0.81
140,1837,13,2,121,0.48,0.4,0.04,0.64,0.32
20,99,28,1,11,0.48,0.52,0.06,0.99,0.13
5,625,24,1,97,0.48,0.32,0.02,0.26,0.11
92,1235,21,1,115,0.48,0.24,0.15,0.38,0.13
11,1173,27,5,128,0.48,0.48,0.05,0.96,0.12
73,2892,14,3,26,0.48,0.4,0.14,0.79,0.21
3,771,20,6,13,0.48,0.32,0.05,0.67,0.1
20,1338,8,4,79,0.48,0.16,0.05,0.07,0.02
145,1304,19,5,68,0.48,0.4,0.06,0.04,0.32
111,1105,13,2,143,0.48,0.32,0.19,0.37,0.27
136,2022,18,1,108,0.48,0.48,0.04,0.37,0.31
138,987,21,2,124,0.48,0.32,0.03,0.62,0.31
24,971,30,5,110,0.48,0.24,0.07,0.08,0.14
41,907,13,5,23,0.48,0.4,0.09,0.69,0.16
14,1468,24,5,111,0.48,0.4,0.06,0.67,0.12
5,2456,12,6,58,0.48,0.32,0.05,0.04,0.11
8,1734,24,5,122,0.48,0.32,0.04,0.22,0.68
149,1996,11,5,37,0.48,0.52,0.04,0.02,0.33
6,2216,6,5,104,0.48,0.32,0.04,0.88,0.11
147,641,5,3,17,0.48,0.24,0.03,0.36,0.33
11,2184,18,6,147,0.48,0.32,0.05,0.77,0.12
55,2431,7,1,65,0.48,0.24,0.1,0.02,0.18
29,584,14,5,45,0.48,0.48,0.07,0.81,0.14
21,271,8,2,110,0.48,0.32,0.06,0.2,0.13
8,609,26,5,67,0.48,0.64,0.02,0.14,0.11
37,184,11,2,86,0.48,0.48,0.07,0.76,0.16
55,2016,26,6,150,0.48,0.4,0.12,0.06,0.18
125,947,8,1,14,0.48,0.32,0.01,0.83,0.82
139,745,23,6,140,0.48,0.24,0.02,0.9,0.23
7,1379,30,2,122,0.48,0.32,0.05,0.71,0.11
144,1170,28,3,67,0.48,0.24,0.03,0.36,0.15
9,821,7,4,140,0.48,0.16,0.04,0.16,0.11
16,1674,19,2,22,0.48,0.48,0.05,0.92,0.12
38,2280,27,4,139,0.48,0.32,0.09,0.13,0.97
5,1241,21,5,58,0.48,0.16,0.05,0.29,0.11
45,57,16,1,51,0.48,0.16,0.11,0.3,0.17
4,1840,13,6,29,0.48,0.24,0.04,0.77,0.88
11,2519,11,2,93,0.48,0.48,0.05,0.08,0.45
34,1556,16,1,106,0.48,0.4,0.08,0.78,0.15
47,402,30,4,128,0.48,0.32,0.1,0.48,0.17
28,1095,20,5,11,0.48,0.4,0.09,0.18,0.14
10,2188,21,4,111,0.48,0.68,0.04,0.97,0.12
142,1950,18,2,118,0.48,0.24,0.03,0.59,0.32
40,1544,6,1,84,0.48,0.4,0.09,0.3,0.16
143,39,10,4,122,0.48,0.32,0.02,0.81,0.32
141,2115,8,5,110,0.48,0.24,0.01,0.05,0.32
5,2126,10,3,86,0.48,0.48,0.02,0.5,0.11
34,575,14,6,30,0.48,0.4,0.06,0.9,0.15
39,2954,21,5,105,0.48,0.16,0.09,0.83,0.2
15,1328,26,4,90,0.48,0.32,0.06,0.49,0.12
7,2233,23,3,114,0.48,0.24,0.05,0.02,0.11
138,2585,30,2,105,0.48,0.24,0.01,0.9,0.93
13,957,30,6,64,0.48,0.32,0.05,0.95,0.12
15,838,14,1,12,0.48,0.24,0.03,0.82,0.12
14,254,21,2,125,0.48,0.32,0.05,0.36,0.12
18,650,15,6,121,0.48,0.52,0.05,0.19,0.62
34,394,12,4,17,0.48,0.24,0.05,0.44,0.15
8,2513,10,4,40,0.48,0.32,0.05,0.78,0.11
29,1943,12,4,82,0.4,0.24,0.02,0.77,0.14
146,966,8,2,128,0.4,0.4,0.03,0.82,0.32
1,826,5,6,103,0.4,0.24,0.03,0.79,0.1
147,1860,24,4,59,0.4,0.48,0.01,0.11,0.33
123,2633,5,4,108,0.4,0.4,0.0,0.27,0.29
1,1900,17,2,120,0.4,0.32,0.02,0.01,0.1
25,1153,14,6,37,0.4,0.24,0.04,0.3,0.25
146,2387,16,5,90,0.4,0.32,0.02,0.64,0.58
148,1864,22,3,54,0.4,0.4,0.02,0.62,0.33
35,1539,6,3,46,0.4,0.48,0.05,0.27,0.15
4,1891,25,2,98,0.4,0.24,0.02,0.97,0.11
6,990,22,1,37,0.4,0.24,0.04,0.34,0.11
13,706,28,2,16,0.4,0.24,0.02,0.25,0.12
14,289,26,5,149,0.4,0.52,0.01,0.37,0.12
10,1198,29,5,123,0.4,0.32,0.03,0.17,0.12
4,1343,17,5,98,0.4,0.24,0.01,0.88,0.11
22,1895,12,6,48,0.4,0.48,0.05,0.58,0.13
101,954,29,2,113,0.4,0.24,0.01,0.1,0.16
19,1021,6,3,113,0.4,0.32,0.02,0.3,0.13
31,756,21,1,130,0.4,0.24,0.06,0.88,0.15
123,2498,10,2,35,0.4,0.24,-0.0,0.47,0.37
11,1935,16,1,147,0.4,0.24,0.02,0.99,0.12
5,1218,11,6,77,0.4,0.32,0.03,0.58,0.72
136,1045,23,6,74,0.4,0.24,-0.0,0.13,0.31
17,508,11,5,13,0.4,0.24,0.02,0.6,0.58
29,2008,9,5,123,0.4,0.32,0.02,0.76,0.14
138,1584,21,4,53,0.4,0.4,0.02,0.29,0.31
149,2680,20,2,121,0.4,0.32,0.03,0.9,0.33
4,924,25,6,136,0.4,0.48,0.02,0.37,0.11
87,1890,14,6,13,0.4,0.32,0.09,0.47,0.23
149,437,16,4,144,0.4,0.24,0.03,0.9,0.33
145,1768,19,5,129,0.4,0.32,0.01,0.33,0.32
52,1584,12,1,97,0.4,0.32,0.08,0.5,0.18
31,2913,10,6,128,0.4,0.48,0.06,0.22,0.15
21,1333,10,1,107,0.4,0.32,0.04,0.08,0.45
143,233,26,5,43,0.4,0.24,0.03,0.13,0.32
136,2153,16,4,62,0.4,0.24,0.01,0.56,0.31
11,450,10,6,141,0.4,0.48,0.03,0.58,0.12
31,759,10,3,10,0.4,0.4,0.02,0.74,0.15
142,357,7,4,23,0.4,0.64,0.01,0.76,0.61
148,2795,27,2,94,0.4,0.32,0.01,0.28,0.33
19,2656,27,3,22,0.4,0.4,0.03,0.53,0.13
142,1468,16,6,71,0.4,0.24,0.02,0.78,0.32
129,489,12,6,45,0.4,0.24,0.0,0.35,0.3
28,2897,13,5,25,0.4,0.4,0.02,0.4,0.14
0,612,16,5,34,0.4,0.4,0.02,0.74,0.5
3,852,10,5,53,0.4,0.32,0.01,0.3,0.1
14,2582,18,5,26,0.4,0.24,0.01,0.35,0.16
8,2422,26,5,17,0.4,0.48,0.01,0.02,0.11
44,1396,12,1,85,0.4,0.32,0.05,0.52,0.17
15,1352,17,6,37,0.4,0.48,0.02,0.04,0.43
5,1864,11,4,39,0.4,0.4,0.03,0.1,0.44
30,474,18,2,127,0.4,0.4,0.06,0.71,0.82
38,1754,19,3,40,0.4,0.24,0.06,0.64,0.7
7,2865,29,5,23,0.4,0.24,0.03,0.04,0.11
134,2255,22,3,76,0.4,0.16,0.01,0.78,0.31
9,751,22,3,65,0.4,0.24,0.01,0.24,0.11
142,2687,29,2,17,0.4,0.48,-0.0,0.24,0.93
119,565,25,3,63,0.4,0.4,0.02,0.39,0.28
7,757,8,1,98,0.4,0.4,0.02,0.25,0.11
146,2236,13,6,16,0.4,0.24,0.01,0.98,0.32
6,55,27,5,81,0.4,0.24,0.02,0.94,0.11
13,690,19,1,80,0.4,0.4,0.03,0.47,0.12
143,844,18,4,47,0.4,0.24,0.01,0.07,0.32
5,759,28,4,79,0.4,0.24,0.0,0.26,0.11
15,910,26,5,71,0.4,0.24,0.02,0.23,0.12
147,1443,15,1,145,0.4,0.4,0.0,0.12,0.33
28,2672,11,5,11,0.4,0.32,0.05,0.41,0.11
78,2712,22,1,75,0.4,0.4,0.14,0.88,0.22
145,1359,29,6,94,0.4,0.24,0.01,0.65,0.32
14,326,6,3,92,0.4,0.24,0.05,0.01,0.12
145,2850,19,4,57,0.4,0.16,0.02,0.29,0.32
34,2355,19,2,92,0.4,0.32,0.04,0.09,0.15
37,1680,12,5,68,0.4,0.32,0.08,0.66,0.72
139,580,18,3,94,0.4,0.4,0.02,0.73,0.22
139,1585,14,3,28,0.4,0.48,0.01,0.83,0.31
5,956,22,2,132,0.4,0.24,0.02,0.15,0.11
2,1196,10,4,102,0.4,0.32,0.02,0.41,0.1
11,2805,11,2,146,0.4,0.4,0.05,0.79,0.12
143,1921,18,4,64,0.4,0.4,0.01,0.1,0.32
21,2400,13,6,94,0.4,0.32,0.01,0.3,0.13
33,1097,13,5,62,0.4,0.32,0.07,0.7,0.15
6,657,22,5,34,0.4,0.32,0.03,0.84,0.11
46,2596,16,4,26,0.4,0.08,0.08,0.07,0.17
146,2640,14,1,25,0.4,0.24,0.01,0.19,0.83
11,1677,9,5,65,0.4,0.4,0.04,0.03,0.45
14,2539,21,4,125,0.4,0.24,0.03,0.81,0.12
3,217,16,3,13,0.4,0.32,0.01,0.0,0.1
1,1318,8,4,90,0.4,0.24,0.01,0.59,0.1
141,1489,19,1,121,0.4,0.16,0.89,0.34,0.32
11,1481,14,6,101,0.4,0.24,0.03,0.55,0.02
72,2723,26,5,86,0.4,0.4,0.11,0.49,0.52
40,1804,21,2,143,0.4,0.4,0.03,0.24,0.55
19,1190,8,3,133,0.4,0.32,0.06,0.17,0.13
147,1202,16,1,69,0.4,0.4,0.03,0.09,0.33
24,1591,8,5,62,0.4,0.32,0.02,0.0,0.21
10,1904,13,6,87,0.4,0.24,0.03,0.38,0.12
34,768,29,5,23,0.4,0.24,0.04,0.49,0.15
1,1330,27,3,127,0.4,0.32,0.02,0.58,0.74
42,390,13,5,50,0.4,0.4,0.09,0.22,0.16
14,884,10,1,117,0.4,0.4,0.04,0.49,0.12
142,1143,15,6,95,0.4,0.24,0.01,0.77,0.32
43,2642,25,1,24,0.4,0.48,0.08,0.49,0.17
7,1202,5,5,68,0.4,0.48,0.02,0.72,0.11
4,1931,24,5,138,0.4,0.24,0.03,0.91,0.11
136,561,15,2,137,0.4,0.48,0.01,0.57,0.31
39,709,19,5,93,0.4,0.24,0.07,0.88,0.16
147,170,13,6,62,0.4,0.16,0.01,0.79,0.33
37,1082,29,2,132,0.4,0.24,0.08,0.38,0.16
14,1394,15,6,56,0.4,0.4,0.03,0.25,0.1
51,830,15,5,15,0.4,0.4,0.1,0.7,0.18
27,181,8,3,139,0.4,0.24,0.05,0.47,0.14
145,1814,16,4,37,0.4,0.24,0.02,0.67,0.32
26,2869,21,3,42,0.4,0.24,0.04,0.52,0.35
8,2372,15,5,67,0.4,0.4,0.04,0.26,0.11
147,379,10,1,63,0.4,0.16,0.01,0.17,0.33
9,471,24,4,40,0.4,0.32,0.03,0.25,0.11
133,951,22,4,70,0.4,0.16,0.02,0.84,0.48
8,2208,16,4,132,0.4,0.32,0.03,0.67,0.11
32,2717,5,3,83,0.4,0.24,0.05,0.01,0.15
3,1936,20,1,20,0.4,0.32,0.02,0.78,0.39
144,2278,14,5,143,0.4,0.4,0.02,0.82,0.32
11,2589,6,3,100,0.4,0.32,0.01,0.88,0.12
1,1904,21,5,51,0.4,0.48,0.02,0.15,0.92
9,545,18,2,112,0.4,0.24,0.04,0.94,0.11
72,1150,14,6,71,0.4,0.4,0.11,0.88,0.19
21,1887,24,2,51,0.4,0.24,0.04,0.35,0.13
24,1257,22,4,128,0.4,0.24,0.05,0.28,0.14
139,1271,13,3,130,0.4,0.48,0.0,0.19,0.31
19,505,17,2,91,0.4,0.48,0.01,0.32,0.13
18,2029,30,4,122,0.4,0.64,0.03,0.58,0.07
8,2970,21,1,43,0.4,0.32,0.02,0.33,0.26
146,667,24,6,144,0.4,0.32,0.01,0.03,0.32
5,1641,13,5,64,0.4,0.24,0.02,0.5,0.11
15,576,6,1,17,0.4,0.4,0.03,0.97,0.12
9,1860,14,5,100,0.4,0.48,0.04,0.62,0.11
44,2646,24,1,139,0.4,0.4,0.07,0.13,0.17
27,558,10,1,133,0.4,0.48,0.05,0.49,0.74
10,743,10,1,135,0.4,0.32,0.03,0.2,0.78
19,211,9,4,96,0.4,0.4,0.05,0.06,0.13
9,1584,18,6,25,0.4,0.4,0.02,0.56,0.11
148,2604,28,5,91,0.4,0.24,0.02,0.62,0.33
143,1238,10,6,93,0.4,0.32,-0.0,0.2,0.43
13,1478,30,1,76,0.4,0.4,0.04,0.15,0.12
63,832,29,2,21,0.4,0.24,0.11,0.85,0.2
30,1309,7,5,79,0.4,0.4,0.07,0.32,0.15
142,1146,15,2,21,0.4,0.48,0.02,0.76,0.32
125,1372,14,2,123,0.4,0.24,0.02,0.12,0.29
125,175,21,4,38,0.4,0.48,-0.0,0.26,0.29
10,2998,30,4,19,0.4,0.4,0.05,0.51,0.12
149,2364,24,6,106,0.4,0.32,0.04,0.89,0.33
11,1349,27,1,16,0.4,0.76,0.04,0.14,0.12
131,2072,20,6,48,0.4,0.32,0.01,0.51,0.07
132,1958,19,3,73,0.4,0.16,-0.0,0.34,0.3
20,2788,22,5,23,0.4,0.16,0.05,0.02,0.13
3,586,22,3,130,0.4,0.08,0.98,0.44,0.1
145,1446,5,4,100,0.4,0.24,0.05,0.84,0.1
142,755,12,4,11,0.4,0.32,-0.0,0.79,0.11
44,2076,10,2,16,0.4,0.32,0.08,0.74,0.17
23,990,24,3,150,0.4,0.16,0.05,0.15,0.14
15,2915,30,2,107,0.4,0.24,0.04,0.59,0.39
139,1198,28,3,81,0.4,0.16,0.01,0.55,0.31
31,1796,23,6,70,0.4,0.32,0.04,0.15,0.15
139,1697,7,5,83,0.4,0.32,0.01,0.85,0.31
14,860,9,1,140,0.4,0.32,0.02,0.16,0.12
30,1620,18,5,19,0.4,0.32,0.03,0.47,0.08
147,795,19,6,132,0.4,0.4,0.03,0.05,0.42
148,2653,23,5,106,0.4,0.16,0.02,0.32,0.33
147,1003,17,5,101,0.4,0.16,0.02,0.99,0.42
119,1800,8,5,73,0.4,0.16,0.19,0.11,0.28
34,1080,6,6,149,0.4,0.4,0.07,0.04,0.15
142,1502,28,3,36,0.4,0.32,0.02,0.41,0.32
21,2896,12,3,124,0.4,0.32,0.02,0.4,0.13
6,2810,26,4,14,0.4,0.32,0.02,0.38,0.11
22,1155,7,4,12,0.4,0.16,0.03,0.19,0.13
6,454,20,5,115,0.4,0.32,0.04,0.25,0.52
8,689,30,1,43,0.4,0.32,0.01,0.4,0.11
48,2859,12,2,46,0.4,0.32,0.09,0.91,0.31
12,787,28,4,23,0.4,0.4,0.03,0.67,0.38
79,1506,23,2,14,0.4,0.24,0.11,0.39,0.22
133,1049,19,5,90,0.4,0.48,0.01,0.48,0.3
10,1799,14,5,63,0.4,0.16,0.02,0.21,0.12
135,416,29,3,90,0.4,0.24,0.0,0.26,0.91
5,1139,22,5,15,0.4,0.4,0.01,0.6,0.11
